areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
nation,Wales,W92000004,07/09/2020,159,19004
nation,Wales,W92000004,06/09/2020,131,18845
nation,Wales,W92000004,05/09/2020,128,18714
nation,Wales,W92000004,04/09/2020,149,18586
nation,Wales,W92000004,03/09/2020,125,18437
nation,Wales,W92000004,02/09/2020,95,18312
nation,Wales,W92000004,01/09/2020,57,18217
nation,Wales,W92000004,31/08/2020,44,18160
nation,Wales,W92000004,30/08/2020,46,18116
nation,Wales,W92000004,29/08/2020,44,18070
nation,Wales,W92000004,28/08/2020,52,18026
nation,Wales,W92000004,27/08/2020,50,17974
nation,Wales,W92000004,26/08/2020,44,17924
nation,Wales,W92000004,25/08/2020,50,17880
nation,Wales,W92000004,24/08/2020,36,17830
nation,Wales,W92000004,23/08/2020,11,17794
nation,Wales,W92000004,22/08/2020,19,17783
nation,Wales,W92000004,21/08/2020,23,17764
nation,Wales,W92000004,20/08/2020,31,17741
nation,Wales,W92000004,19/08/2020,35,17710
nation,Wales,W92000004,18/08/2020,38,17675
nation,Wales,W92000004,17/08/2020,19,17637
nation,Wales,W92000004,16/08/2020,18,17618
nation,Wales,W92000004,15/08/2020,10,17600
nation,Wales,W92000004,14/08/2020,17,17590
nation,Wales,W92000004,13/08/2020,17,17573
nation,Wales,W92000004,12/08/2020,24,17556
nation,Wales,W92000004,11/08/2020,27,17532
nation,Wales,W92000004,10/08/2020,19,17505
nation,Wales,W92000004,09/08/2020,8,17486
nation,Wales,W92000004,08/08/2020,5,17478
nation,Wales,W92000004,07/08/2020,15,17473
nation,Wales,W92000004,06/08/2020,22,17458
nation,Wales,W92000004,05/08/2020,22,17436
nation,Wales,W92000004,04/08/2020,24,17414
nation,Wales,W92000004,03/08/2020,22,17390
nation,Wales,W92000004,02/08/2020,14,17368
nation,Wales,W92000004,01/08/2020,16,17354
nation,Wales,W92000004,31/07/2020,16,17338
nation,Wales,W92000004,30/07/2020,30,17322
nation,Wales,W92000004,29/07/2020,27,17292
nation,Wales,W92000004,28/07/2020,27,17265
nation,Wales,W92000004,27/07/2020,23,17238
nation,Wales,W92000004,26/07/2020,35,17215
nation,Wales,W92000004,25/07/2020,24,17180
nation,Wales,W92000004,24/07/2020,30,17156
nation,Wales,W92000004,23/07/2020,31,17126
nation,Wales,W92000004,22/07/2020,25,17095
nation,Wales,W92000004,21/07/2020,61,17070
nation,Wales,W92000004,20/07/2020,43,17009
nation,Wales,W92000004,19/07/2020,10,16966
nation,Wales,W92000004,18/07/2020,11,16956
nation,Wales,W92000004,17/07/2020,17,16945
nation,Wales,W92000004,16/07/2020,25,16928
nation,Wales,W92000004,15/07/2020,18,16903
nation,Wales,W92000004,14/07/2020,23,16885
nation,Wales,W92000004,13/07/2020,24,16862
nation,Wales,W92000004,12/07/2020,10,16838
nation,Wales,W92000004,11/07/2020,12,16828
nation,Wales,W92000004,10/07/2020,29,16816
nation,Wales,W92000004,09/07/2020,22,16787
nation,Wales,W92000004,08/07/2020,14,16765
nation,Wales,W92000004,07/07/2020,28,16751
nation,Wales,W92000004,06/07/2020,35,16723
nation,Wales,W92000004,05/07/2020,12,16688
nation,Wales,W92000004,04/07/2020,9,16676
nation,Wales,W92000004,03/07/2020,19,16667
nation,Wales,W92000004,02/07/2020,28,16648
nation,Wales,W92000004,01/07/2020,27,16620
nation,Wales,W92000004,30/06/2020,35,16593
nation,Wales,W92000004,29/06/2020,43,16558
nation,Wales,W92000004,28/06/2020,28,16515
nation,Wales,W92000004,27/06/2020,140,16487
nation,Wales,W92000004,26/06/2020,19,16347
nation,Wales,W92000004,25/06/2020,60,16328
nation,Wales,W92000004,24/06/2020,37,16268
nation,Wales,W92000004,23/06/2020,131,16231
nation,Wales,W92000004,22/06/2020,66,16100
nation,Wales,W92000004,21/06/2020,76,16034
nation,Wales,W92000004,20/06/2020,47,15958
nation,Wales,W92000004,19/06/2020,140,15911
nation,Wales,W92000004,18/06/2020,62,15771
nation,Wales,W92000004,17/06/2020,64,15709
nation,Wales,W92000004,16/06/2020,82,15645
nation,Wales,W92000004,15/06/2020,66,15563
nation,Wales,W92000004,14/06/2020,54,15497
nation,Wales,W92000004,13/06/2020,70,15443
nation,Wales,W92000004,12/06/2020,75,15373
nation,Wales,W92000004,11/06/2020,66,15298
nation,Wales,W92000004,10/06/2020,67,15232
nation,Wales,W92000004,09/06/2020,62,15165
nation,Wales,W92000004,08/06/2020,74,15103
nation,Wales,W92000004,07/06/2020,34,15029
nation,Wales,W92000004,06/06/2020,53,14995
nation,Wales,W92000004,05/06/2020,55,14942
nation,Wales,W92000004,04/06/2020,60,14887
nation,Wales,W92000004,03/06/2020,75,14827
nation,Wales,W92000004,02/06/2020,73,14752
nation,Wales,W92000004,01/06/2020,64,14679
nation,Wales,W92000004,31/05/2020,46,14615
nation,Wales,W92000004,30/05/2020,70,14569
nation,Wales,W92000004,29/05/2020,106,14499
nation,Wales,W92000004,28/05/2020,102,14393
nation,Wales,W92000004,27/05/2020,118,14291
nation,Wales,W92000004,26/05/2020,102,14173
nation,Wales,W92000004,25/05/2020,105,14071
nation,Wales,W92000004,24/05/2020,82,13966
nation,Wales,W92000004,23/05/2020,123,13884
nation,Wales,W92000004,22/05/2020,137,13761
nation,Wales,W92000004,21/05/2020,132,13624
nation,Wales,W92000004,20/05/2020,166,13492
nation,Wales,W92000004,19/05/2020,213,13326
nation,Wales,W92000004,18/05/2020,168,13113
nation,Wales,W92000004,17/05/2020,118,12945
nation,Wales,W92000004,16/05/2020,166,12827
nation,Wales,W92000004,15/05/2020,179,12661
nation,Wales,W92000004,14/05/2020,132,12482
nation,Wales,W92000004,13/05/2020,153,12350
nation,Wales,W92000004,12/05/2020,150,12197
nation,Wales,W92000004,11/05/2020,178,12047
nation,Wales,W92000004,10/05/2020,107,11869
nation,Wales,W92000004,09/05/2020,136,11762
nation,Wales,W92000004,08/05/2020,115,11626
nation,Wales,W92000004,07/05/2020,176,11511
nation,Wales,W92000004,06/05/2020,171,11335
nation,Wales,W92000004,05/05/2020,175,11164
nation,Wales,W92000004,04/05/2020,139,10989
nation,Wales,W92000004,03/05/2020,105,10850
nation,Wales,W92000004,02/05/2020,179,10745
nation,Wales,W92000004,01/05/2020,176,10566
nation,Wales,W92000004,30/04/2020,200,10390
nation,Wales,W92000004,29/04/2020,176,10190
nation,Wales,W92000004,28/04/2020,153,10014
nation,Wales,W92000004,27/04/2020,172,9861
nation,Wales,W92000004,26/04/2020,121,9689
nation,Wales,W92000004,25/04/2020,136,9568
nation,Wales,W92000004,24/04/2020,213,9432
nation,Wales,W92000004,23/04/2020,201,9219
nation,Wales,W92000004,22/04/2020,253,9018
nation,Wales,W92000004,21/04/2020,259,8765
nation,Wales,W92000004,20/04/2020,281,8506
nation,Wales,W92000004,19/04/2020,181,8225
nation,Wales,W92000004,18/04/2020,247,8044
nation,Wales,W92000004,17/04/2020,324,7797
nation,Wales,W92000004,16/04/2020,363,7473
nation,Wales,W92000004,15/04/2020,361,7110
nation,Wales,W92000004,14/04/2020,317,6749
nation,Wales,W92000004,13/04/2020,273,6432
nation,Wales,W92000004,12/04/2020,247,6159
nation,Wales,W92000004,11/04/2020,247,5912
nation,Wales,W92000004,10/04/2020,308,5665
nation,Wales,W92000004,09/04/2020,391,5357
nation,Wales,W92000004,08/04/2020,386,4966
nation,Wales,W92000004,07/04/2020,386,4580
nation,Wales,W92000004,06/04/2020,383,4194
nation,Wales,W92000004,05/04/2020,223,3811
nation,Wales,W92000004,04/04/2020,282,3588
nation,Wales,W92000004,03/04/2020,330,3306
nation,Wales,W92000004,02/04/2020,336,2976
nation,Wales,W92000004,01/04/2020,327,2640
nation,Wales,W92000004,31/03/2020,277,2313
nation,Wales,W92000004,30/03/2020,343,2036
nation,Wales,W92000004,29/03/2020,159,1693
nation,Wales,W92000004,28/03/2020,167,1534
nation,Wales,W92000004,27/03/2020,193,1367
nation,Wales,W92000004,26/03/2020,177,1174
nation,Wales,W92000004,25/03/2020,190,997
nation,Wales,W92000004,24/03/2020,141,807
nation,Wales,W92000004,23/03/2020,133,666
nation,Wales,W92000004,22/03/2020,76,533
nation,Wales,W92000004,21/03/2020,75,457
nation,Wales,W92000004,20/03/2020,73,382
nation,Wales,W92000004,19/03/2020,60,309
nation,Wales,W92000004,18/03/2020,36,249
nation,Wales,W92000004,17/03/2020,37,213
nation,Wales,W92000004,16/03/2020,37,176
nation,Wales,W92000004,15/03/2020,32,139
nation,Wales,W92000004,14/03/2020,19,107
nation,Wales,W92000004,13/03/2020,28,88
nation,Wales,W92000004,12/03/2020,25,60
nation,Wales,W92000004,11/03/2020,15,35
nation,Wales,W92000004,10/03/2020,12,20
nation,Wales,W92000004,09/03/2020,3,8
nation,Wales,W92000004,08/03/2020,1,5
nation,Wales,W92000004,07/03/2020,2,4
nation,Wales,W92000004,06/03/2020,0,2
nation,Wales,W92000004,05/03/2020,0,2
nation,Wales,W92000004,04/03/2020,1,2
nation,Wales,W92000004,03/03/2020,0,1
nation,Wales,W92000004,02/03/2020,0,1
nation,Wales,W92000004,01/03/2020,0,1
nation,Wales,W92000004,29/02/2020,0,1
nation,Wales,W92000004,28/02/2020,0,1
nation,Wales,W92000004,27/02/2020,1,1
